,Speaker,transcript_text,clean_transcript_text,date
29,MR TRUMAN,MR TRUMAN The capacity of central banks to manipulate their reserves is quite substantial but even in 1994 I think we had a pretty good fix on their reserves though we may not have kept the Committee as well informed as we should have,The capacity of central banks to manipulate their reserves is quite substantial but even in 1994 I think we had a pretty good fix on their reserves though we may not have kept the Committee as well informed as we should have,19951219
30,MS MINEHAN,MS MINEHAN It is 1994 that I was getting at,It is 1994 that I was getting at,19951219
31,MR FISHER,MR FISHER I think you need to separate the question of whether the market had a good sense of a number of data points from their balance sheet and macroeconomics and whether we had good information about their reserves There were only a very few days in December 1994 when we were I think at a loss and a little anxious about what their reserve levels were But I don't think if you take 1994 as a whole that we had a sense that we weren't getting a good level of cooperation and understandiLg of what their reserve balances were That's internally That's different from the public issue that I think the imf was addressing,I think you need to separate the question of whether the market had a good sense of a number of data points from their balance sheet and macroeconomics and whether we had good information about their reserves There were only a very few days in December 1994 when we were I think at a loss and a little anxious about what their reserve levels were But I don't think if you take 1994 as a whole that we had a sense that we weren't getting a good level of cooperation and understandiLg of what their reserve balances were That's internally That's different from the public issue that I think the imf was addressing,19951219
32,MR TRUMAN,MR TRUMAN The one thing that has happened since we circulated Steve Kamin's memo is that they have adopted a new framework for their monetary policy This is not a big deal but they have adopted more conventional definitions of their domestic assets and international reserves than they used in the past I think this will facilitate market analysis of their operations I don't think it avoids the possibility that the market may still misinterpret developments in Mexico but I think the warning flag is quite substantial It remains true that the capacity for the Mexicans or any government to try to slip things through is still there,The one thing that has happened since we circulated Steve Kamin's memo is that they have adopted a new framework for their monetary policy This is not a big deal but they have adopted more conventional definitions of their domestic assets and international reserves than they used in the past I think this will facilitate market analysis of their operations I don't think it avoids the possibility that the market may still misinterpret developments in Mexico but I think the warning flag is quite substantial It remains true that the capacity for the Mexicans or any government to try to slip things through is still there,19951219
33,MS MINEHAN,MS MINEHAN I wasn't so concerned about whether the marketknew I was more concerned about whether we know in a timely way,I wasn't so concerned about whether the marketknew I was more concerned about whether we know in a timely way,19951219
34,MR TRUMAN,MR TRUMAN Partly because of these calls that Peter hasarranged and other contacts we are much more informed than we were We can't avoid all surprises,Partly because of these calls that Peter hasarranged and other contacts we are much more informed than we were We can't avoid all surprises,19951219
35,MS MINEHAN,MS MINEHAN A final question: There is an implication in your memo that while we will approve this renewal we won't necessarily be receptive to letting them use this swap arrangement for a number of different reasons Is that a wrong implication to draw from this memo?,A final question: There is an implication in your memo that while we will approve this renewal we won't necessarily be receptive to letting them use this swap arrangement for a number of different reasons Is that a wrong implication to draw from this memo?,19951219
36,MR TRUMAN,MR TRUMAN I think that's the right implication and inference if I may put it that way I can't speak for the Committee We did have a visitor last Friday from the research directorate of the Bank of Mexico I went over both the fact that we would not renew the$650 million drawing and that that was a matter for him to take up with the United States Treasury I also told him that the Committee was going to consider this matter today but that all things considered there was not a lot of fomc appetite for new Mexican drawings in 1996 He said that was certainly the basis on which they were operating His view is that of only one reasonably importantMexican official on the subject but I think he was very forthcoming on that,I think that's the right implication and inference if I may put it that way I can't speak for the Committee We did have a visitor last Friday from the research directorate of the Bank of Mexico I went over both the fact that we would not renew the$650 million drawing and that that was a matter for him to take up with the United States Treasury I also told him that the Committee was going to consider this matter today but that all things considered there was not a lot of fomc appetite for new Mexican drawings in 1996 He said that was certainly the basis on which they were operating His view is that of only one reasonably importantMexican official on the subject but I think he was very forthcoming on that,19951219
37,MS MINEHAN,MS MINEHAN So they don't expect to use the swap facilityeither,So they don't expect to use the swap facilityeither,19951219
38,MR TRUMAN,MR TRUMAN That's one of the reasons why I think theirpreferred position would be for the Treasury to roll over the two drawings They have a $650 million short-term swap outstanding with the Treasury too and I think the Mexican position would be that they would like to roll the two together into a medium-term obligation to provide themselves a bit of a cushion given that the door is going to besed later in 1996,That's one of the reasons why I think theirpreferred position would be for the Treasury to roll over the two drawings They have a $650 million short-term swap outstanding with the Treasury too and I think the Mexican position would be that they would like to roll the two together into a medium-term obligation to provide themselves a bit of a cushion given that the door is going to besed later in 1996,19951219
39,MS MINEHAN,MS MINEHAN Yes,Yes,19951219
40,MR TRUMAN,MR TRUMAN Certainly that's their position; I think that's a logical position as well,Certainly that's their position; I think that's a logical position as well,19951219
41,MS MINEHAN,MS MINEHAN The sole roadblock is this certification issue?,The sole roadblock is this certification issue?,19951219
42,MR TRUMAN,MR TRUMAN I don't know whether that's the sole roadblock but that's an issue that we wanted to surface The staff felt that it was a little arcane and I apologize that the memo may not have been clear The truth of the matter is that even absent that issue given everything else going on the objective of the program was basically to get Mexico's financial situation stabilized and that has been achieved Now whether they will be able to move from that to what they need to do in terms of growth is a different matter We can't do that for them I think the general attitude is that we have done what we can,I don't know whether that's the sole roadblock but that's an issue that we wanted to surface The staff felt that it was a little arcane and I apologize that the memo may not have been clear The truth of the matter is that even absent that issue given everything else going on the objective of the program was basically to get Mexico's financial situation stabilized and that has been achieved Now whether they will be able to move from that to what they need to do in terms of growth is a different matter We can't do that for them I think the general attitude is that we have done what we can,19951219
43,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN President Melzer,President Melzer,19951219
44,MR MELZER,MR MELZER Alan I have a general question about whether we are going to look at these swap arrangements in any broad and organized fashion I know you have mentioned before and others have said here that in the foreign exchange markets in which we operate today these arrangements are of questionable usefulness and ought to be reexamined I don't think we can single out this one with Mexico I think we need to look at all of them together My question is: Are there any plans to do that?,Alan I have a general question about whether we are going to look at these swap arrangements in any broad and organized fashion I know you have mentioned before and others have said here that in the foreign exchange markets in which we operate today these arrangements are of questionable usefulness and ought to be reexamined I don't think we can single out this one with Mexico I think we need to look at all of them together My question is: Are there any plans to do that?,19951219
45,CHAIRMAN GREENSPAN,"CHAIRMAN GREENSPAN The answer is ""yes""","The answer is ""yes""",19951219
46,MR MELZER,MR MELZER Okay Will that involve discussions with counterparties in general about foreign exchange intervention and the support facilities?,Okay Will that involve discussions with counterparties in general about foreign exchange intervention and the support facilities?,19951219
47,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN I think we should first discuss it amongst ourselves here before we decide to involve anyone else The ideal solution to this obviously anachronistic setup is not necessarily to abandon all such arrangements because they are being employed as a means of linking us with other central banks but to replace them with something that reflects more relevant considerations in the market We would not expand the swap arrangements but we would do something different to maintain our relationshipsinternationally and bring this process up to the latter part of the 20th century rather than the middle part,I think we should first discuss it amongst ourselves here before we decide to involve anyone else The ideal solution to this obviously anachronistic setup is not necessarily to abandon all such arrangements because they are being employed as a means of linking us with other central banks but to replace them with something that reflects more relevant considerations in the market We would not expand the swap arrangements but we would do something different to maintain our relationshipsinternationally and bring this process up to the latter part of the 20th century rather than the middle part,19951219
48,MR MELZER,MR MELZER The other issue that I think is difficult is that swap lines to developing countries can be troublesome I know that we have North American trade considerations However as we learned in this case what was intended for one purpose in effect drags us directly or indirectly into what I would characterize as intermediate- to long-term financing to support debt restructuring I don't think that's our role As I have mentioned before I think it potentially raises questions about the independence of a central bank,The other issue that I think is difficult is that swap lines to developing countries can be troublesome I know that we have North American trade considerations However as we learned in this case what was intended for one purpose in effect drags us directly or indirectly into what I would characterize as intermediate- to long-term financing to support debt restructuring I don't think that's our role As I have mentioned before I think it potentially raises questions about the independence of a central bank,19951219
49,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN I am not as worried as you are about the independence question but I certainly agree that what we have serves no economic or financial purpose of which I am aware President Broaddus,I am not as worried as you are about the independence question but I certainly agree that what we have serves no economic or financial purpose of which I am aware President Broaddus,19951219
50,MR BROADDUS,MR BROADDUS Under the current arrangement we have an agreement with the Treasury that they will take us out if the Mexicans don't pay back the current drawing I may be mistaken and this is just a point of clarification but I seem to have read or heard somewhere that if we renew the swap line and if there is a drawing despite our current intentions the Treasury could not make a comparable commitment to take us out in the future on such a drawing because of some piece of legislation Is that right?,Under the current arrangement we have an agreement with the Treasury that they will take us out if the Mexicans don't pay back the current drawing I may be mistaken and this is just a point of clarification but I seem to have read or heard somewhere that if we renew the swap line and if there is a drawing despite our current intentions the Treasury could not make a comparable commitment to take us out in the future on such a drawing because of some piece of legislation Is that right?,19951219
51,MR TRUMAN,MR TRUMAN As was outlined in the memo the Treasury is subject to the certification process of the Mexican Debt Disclosure Act In addition the Treasury appropriation for fiscal year 1996 contains a provision that limits the extent to which they can use the for operations without Congressional approval Since they may take over our portion of the Mexican drawings that could mean they would be using the for more than $1 billion and for longer than 60 days So they would be constrained in terms of taking us out of further Mexican swap drawings Coming back to President Minehan's question that is one of the reasons why it's unlikely that the Treasury will want to get into this right away once disbursements under the President's program come to an end Since they could not be our partner we would be less likely to want to do something on our own than we might have been in the past,As was outlined in the memo the Treasury is subject to the certification process of the Mexican Debt Disclosure Act In addition the Treasury appropriation for fiscal year 1996 contains a provision that limits the extent to which they can use the for operations without Congressional approval Since they may take over our portion of the Mexican drawings that could mean they would be using the for more than $1 billion and for longer than 60 days So they would be constrained in terms of taking us out of further Mexican swap drawings Coming back to President Minehan's question that is one of the reasons why it's unlikely that the Treasury will want to get into this right away once disbursements under the President's program come to an end Since they could not be our partner we would be less likely to want to do something on our own than we might have been in the past,19951219
52,MR FISHER,MR FISHER I think it's important to keep in mind that we have not thought of Treasury takeouts as the presumption under which we have swap lines It was a presumption under which the Committee undertook this drawing in the set of circumstances that existed in January including the President's program but reliance on Treasury takeouts has not been a presumption for the existence of swap lines,I think it's important to keep in mind that we have not thought of Treasury takeouts as the presumption under which we have swap lines It was a presumption under which the Committee undertook this drawing in the set of circumstances that existed in January including the President's program but reliance on Treasury takeouts has not been a presumption for the existence of swap lines,19951219
53,MR BROADDUS,MR BROADDUS I am focusing specifically on whether there could be a Treasury takeout if the current arrangement were continued and a further drawing were made,I am focusing specifically on whether there could be a Treasury takeout if the current arrangement were continued and a further drawing were made,19951219
54,MR TRUMAN,MR TRUMAN There would have to be an assured means of repayment for any drawing under the general arrangements Actually the Mexican Debt Disclosure Act has a provision requiring an assured means of repayment in our case So we would have to have some sense of how the System was going to get repaid in any case In the particular circumstances that Mexico was in we were getting involvedat least indirectly in a medium-term program and the Committee felt that stretching the maturity to 12 months was about as far--maybe further for some members--as it could be stretched in terms of our normal financial operations,There would have to be an assured means of repayment for any drawing under the general arrangements Actually the Mexican Debt Disclosure Act has a provision requiring an assured means of repayment in our case So we would have to have some sense of how the System was going to get repaid in any case In the particular circumstances that Mexico was in we were getting involvedat least indirectly in a medium-term program and the Committee felt that stretching the maturity to 12 months was about as far--maybe further for some members--as it could be stretched in terms of our normal financial operations,19951219
55,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN 'Any further questions for either gentleman?,'Any further questions for either gentleman?,19951219
56,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH I move approval of the $3 billion swap line renewal Mr ChairmanCHAIRMANSEVERALGREENSPANSecondIs there a second?CHAIRMANGREENSPANWithout objectionWould you like tocontinue on Peter?,I move approval of the $3 billion swap line renewal Mr ChairmanCHAIRMANSEVERALGREENSPANSecondIs there a second?CHAIRMANGREENSPANWithout objectionWould you like tocontinue on Peter?,19951219
57,MR FISHER,MR FISHER Thank you Mr ChairmanAppendix][Statement--see,Thank you Mr ChairmanAppendix][Statement--see,19951219
58,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Questions for Peter?,Questions for Peter?,19951219
59,MR MELZER,MR MELZER Peter you mentioned that the bond market was selling off further this morning What is it doing now?,Peter you mentioned that the bond market was selling off further this morning What is it doing now?,19951219
60,MR FISHER,MR FISHERis backing up a bit upThe long bond is at 622 percent I think so it The middle of the maturity range is also backing,backing up a bit upThe long bond is at 622 percent I think so it The middle of the maturity range is also backing,19951219
61,MR KOHN,MR KOHN There was more news on the budget and as I understand it more pessimism about the prospects for an agreement,There was more news on the budget and as I understand it more pessimism about the prospects for an agreement,19951219
62,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN How many 32nds was that down? ,How many 32nds was that down?,19951219
63,MR KOHN,MR KOHN It was down about 1/2 point,It was down about 1/2 point,19951219
64,MR FISHER,MR FISHER Yes 1/2 point In yield the long bond traded up to 622 percent early overnight in Tokyo came down to 618 percent and was back up to the 622 - 624 percent range in the last hour,Yes 1/2 point In yield the long bond traded up to 622 percent early overnight in Tokyo came down to 618 percent and was back up to the 622 - 624 percent range in the last hour,19951219
65,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN (Consulting a pocket electronic market monitor) The truth is the markets are down 10/32 The cash market for the long bond is at 622 percent,(Consulting a pocket electronic market monitor) The truth is the markets are down 10/32 The cash market for the long bond is at 622 percent,19951219
66,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH You are our official source on the matter of long-term bond rates! [Laughter],You are our official source on the matter of long-term bond rates! [Laughter],19951219
67,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN With all the technology we have in this room I can't have a little old gadget?,With all the technology we have in this room I can't have a little old gadget?,19951219
68,MR BLINDER,MR BLINDER It's in the transcript that you made that remark! [Laughter],It's in the transcript that you made that remark! [Laughter],19951219
69,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Sorry Further questions for Peter?,Sorry Further questions for Peter?,19951219
70,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH I move approval of his domestic transactions,I move approval of his domestic transactions,19951219
71,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Is there a second? ,Is there a second?,19951219
72,MR KELLEY,MR KELLEY Second,Second,19951219
73,MR LINDSEY,MR LINDSEY Second,Second,19951219
74,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Without objection Let's move on to the staff reports Mr Prell,Without objection Let's move on to the staff reports Mr Prell,19951219
75,MR PRELL,MR PRELL Thank you Mr Chairman [Statement--see Appendix],Thank you Mr Chairman [Statement--see Appendix],19951219
76,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Questions? Vice Chairman,Questions? Vice Chairman,19951219
77,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH This isn't a question just a comment on the economic situation,This isn't a question just a comment on the economic situation,19951219
78,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN If there are no questions--yes President Moskow,If there are no questions--yes President Moskow,19951219
79,MR MOSKOW,MR MOSKOW Mike this is a question on the Greenbook On Page I-12 your report projected an increase of 100000 payroll employment jobs per month over the next two years the 1996-1997 period This is keeping in mind that we are dealing with a forecast ofse to potential output during this period I was wondering about this 100000 job figure It seems low compared to figures that we have looked at I was wondering whether you would expect that if we get to higher levels of payroll employment gains--125000 or 150000 new jobs per month--this would strain the economy's capacity during the forecast period,Mike this is a question on the Greenbook On Page I-12 your report projected an increase of 100000 payroll employment jobs per month over the next two years the 1996-1997 period This is keeping in mind that we are dealing with a forecast ofse to potential output during this period I was wondering about this 100000 job figure It seems low compared to figures that we have looked at I was wondering whether you would expect that if we get to higher levels of payroll employment gains--125000 or 150000 new jobs per month--this would strain the economy's capacity during the forecast period,19951219
80,MR PRELL,MR PRELL One feature of the latest forecast is a change in our projection of labor force growth As we have reported from time to time over the past few years we have been surprised by the lack of rise in the labor force participation rate The most recent observation was distinctly short of our expectations So we have flattened that path out considerably and have less labor force growth going forward Now what would happen if demand were stronger and employment were to grow faster? One possibility is that labor force participation remains on the track we are forecasting and we do get a decline in the unemployment rate relative to the path we projected and that creates some additional pressures Alternatively maybe at long last what we would see is a response by potential workers to the healthy demand for them and you would see some renewed growth in labor force participation and stability in the unemployment rate I don't think we can say what will happen with any certainty at this point but we have made a distinct change in the trajectory of the labor force in this forecast,One feature of the latest forecast is a change in our projection of labor force growth As we have reported from time to time over the past few years we have been surprised by the lack of rise in the labor force participation rate The most recent observation was distinctly short of our expectations So we have flattened that path out considerably and have less labor force growth going forward Now what would happen if demand were stronger and employment were to grow faster? One possibility is that labor force participation remains on the track we are forecasting and we do get a decline in the unemployment rate relative to the path we projected and that creates some additional pressures Alternatively maybe at long last what we would see is a response by potential workers to the healthy demand for them and you would see some renewed growth in labor force participation and stability in the unemployment rate I don't think we can say what will happen with any certainty at this point but we have made a distinct change in the trajectory of the labor force in this forecast,19951219
81,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Further questions for Mike? If not Vice Chairman do you want to start off?,Further questions for Mike? If not Vice Chairman do you want to start off?,19951219
82,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH Yes The Second District continues to show slow growth essentially across the board Retail sales for the holiday period have been quite weak in New York although the moreupscale stores like Saks Fifth Avenue have been doing reasonably well perhaps to some degree because of the considerably higher bonuses from the financial services industryOur forecast for the national economy is somewhat lower than that of the Greenbook but the general shape is similar Under present monetary policy we have growth slowing to 22 percent in 1996 and 20 percent in 1997 as compared with 2-1/2 percent for both years in the Greenbook Not surprisingly inflation is a bit lower in our forecast 29 percent in 1996 and 28 percent in 1997 with the unemployment rate rising to 59 percent and 62 percent in the two years We have of course tried to produce a forecast that has the risks balanced However I am concerned about a number of factors that I believe slant the risks to the down side In an atmosphere of continuing rationalization and restructurings of business job security especially for white-collar workers could cause concerns that would make consumer spending lower than that in either forecast Second business fixed investment has held up extraordinarily well; both we and the Greenbook have it slowing down But it is still the primary driver of growth and could be less strong especially if consumer spending should be somewhat weaker Third the growth we are assuming in Canada Mexico Japan and Europe is not terribly strong But if we are wrong I think it quite likely that growth will be weaker in those countries and not stronger Because inflation has been lower and we believe it will continue to be lower than we thought it would be when we last adjusted monetary policy in July we have had an effective real tightening of policy and in our forecast this phenomenon will continue For a central bank with a goal of price stability a somewhat firm and firming policy may be a good and desirable thing especially if you think as I do that an inflation rate of about 3 percent nominal--say 2 percent real if we take out the bias in the CPI--is too high However I would prefer that policy not be so tight as to be a source of additional weakness to the real economy which we consider to be the case now We must be flexible in our policy This year we finished tightening in February and eased slightly in July If growth should turn out to be stronger than we or even the Greenbook suggest clearly the Committee should evaluate that strength and what it tells us about the future; and if policy has to be adjusted it should be adjusted However we generally believe that the approach to an even lower inflation rate should be opportunistic Our policy should be slanted toward fighting inflation if it should move up; but rather than force it down at the excessive expense of real growth we should be opportunistic in taking advantage of lower inflation when it happensThere is a question whether the present market conditions in either the stock or bond markets should be allowed to inhibit policy Clearly despite the slight correction yesterday the stock market by any historical standard is overvalued If one relates it to dividend payout or price earnings ratio or market-to-book it is considerably overvalued but it has been considerably overvalued for about three years What one isn't sure of is whether this is a phenomenon that could continue or whether a correction will take place In any event I don't think that the stock market should drive policy It seems to me that the present level of the bond market given what we have been able to do and what the market and the economy have been able to do in reducing inflation is not unrealistic at allLastly as regards the budget debate it seems to me the best thing we can do is to distance ourselves from the debate I don't believe we should be punishing politicians for what we don't like or rewarding them for what we do like but rather that monetary policy should follow an independent path In my view to the degree that we have opportunities to show that that path is independent we should take advantage of them Thank you Mr Chairman,Yes The Second District continues to show slow growth essentially across the board Retail sales for the holiday period have been quite weak in New York although the moreupscale stores like Saks Fifth Avenue have been doing reasonably well perhaps to some degree because of the considerably higher bonuses from the financial services industryOur forecast for the national economy is somewhat lower than that of the Greenbook but the general shape is similar Under present monetary policy we have growth slowing to 22 percent in 1996 and 20 percent in 1997 as compared with 2-1/2 percent for both years in the Greenbook Not surprisingly inflation is a bit lower in our forecast 29 percent in 1996 and 28 percent in 1997 with the unemployment rate rising to 59 percent and 62 percent in the two years We have of course tried to produce a forecast that has the risks balanced However I am concerned about a number of factors that I believe slant the risks to the down side In an atmosphere of continuing rationalization and restructurings of business job security especially for white-collar workers could cause concerns that would make consumer spending lower than that in either forecast Second business fixed investment has held up extraordinarily well; both we and the Greenbook have it slowing down But it is still the primary driver of growth and could be less strong especially if consumer spending should be somewhat weaker Third the growth we are assuming in Canada Mexico Japan and Europe is not terribly strong But if we are wrong I think it quite likely that growth will be weaker in those countries and not stronger Because inflation has been lower and we believe it will continue to be lower than we thought it would be when we last adjusted monetary policy in July we have had an effective real tightening of policy and in our forecast this phenomenon will continue For a central bank with a goal of price stability a somewhat firm and firming policy may be a good and desirable thing especially if you think as I do that an inflation rate of about 3 percent nominal--say 2 percent real if we take out the bias in the CPI--is too high However I would prefer that policy not be so tight as to be a source of additional weakness to the real economy which we consider to be the case now We must be flexible in our policy This year we finished tightening in February and eased slightly in July If growth should turn out to be stronger than we or even the Greenbook suggest clearly the Committee should evaluate that strength and what it tells us about the future; and if policy has to be adjusted it should be adjusted However we generally believe that the approach to an even lower inflation rate should be opportunistic Our policy should be slanted toward fighting inflation if it should move up; but rather than force it down at the excessive expense of real growth we should be opportunistic in taking advantage of lower inflation when it happensThere is a question whether the present market conditions in either the stock or bond markets should be allowed to inhibit policy Clearly despite the slight correction yesterday the stock market by any historical standard is overvalued If one relates it to dividend payout or price earnings ratio or market-to-book it is considerably overvalued but it has been considerably overvalued for about three years What one isn't sure of is whether this is a phenomenon that could continue or whether a correction will take place In any event I don't think that the stock market should drive policy It seems to me that the present level of the bond market given what we have been able to do and what the market and the economy have been able to do in reducing inflation is not unrealistic at allLastly as regards the budget debate it seems to me the best thing we can do is to distance ourselves from the debate I don't believe we should be punishing politicians for what we don't like or rewarding them for what we do like but rather that monetary policy should follow an independent path In my view to the degree that we have opportunities to show that that path is independent we should take advantage of them Thank you Mr Chairman,19951219
