,Speaker,transcript_text,clean_transcript_text,date
21,MR FISHER,"MR FISHER The very fact that we are effectively at parity on the funds rate with German rates suggests that any move we make now will give the dollar a cost-of-carry advantage against the mark One of the things that some people talk about and that I perceive as important is that the foreign exchange market generally is not focusing on that That is during the spring that was the ""be-all­ and-end-all"" of the exchange markets People talked about the point in time when fed funds would be higher than overnight German rates I think that that is in effect the sleeper that could catch up with the market If fed funds were to be trading between 50 and 100 basis points above German overnight rates as we went into year-end that would begin to shift the whole dynamic of leads and lags in corporate deposits and the like That again would slightly shift the burden of proof to the speculative community If they start to lose money by running a short dollar position on cost-of-carry that will begin to work on their calculations","The very fact that we are effectively at parity on the funds rate with German rates suggests that any move we make now will give the dollar a cost-of-carry advantage against the mark One of the things that some people talk about and that I perceive as important is that the foreign exchange market generally is not focusing on that That is during the spring that was the ""be-all­ and-end-all"" of the exchange markets People talked about the point in time when fed funds would be higher than overnight German rates I think that that is in effect the sleeper that could catch up with the market If fed funds were to be trading between 50 and 100 basis points above German overnight rates as we went into year-end that would begin to shift the whole dynamic of leads and lags in corporate deposits and the like That again would slightly shift the burden of proof to the speculative community If they start to lose money by running a short dollar position on cost-of-carry that will begin to work on their calculations",19941115
22,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Any other questions?,Any other questions?,19941115
23,MR JORDAN,MR JORDAN Peter your remarks suggested that some traders view intermediate- and long-term us Treasury rates as not being at a high enough level That differs from a feeling that a policy action by this Committee to increase the funds rate will at least temporarily depress bond prices Which is it? Are they saying that the level is not yet high enough or are they waiting until that last shoe is dropped so they don't get caught holding an unwanted long position?,Peter your remarks suggested that some traders view intermediate- and long-term us Treasury rates as not being at a high enough level That differs from a feeling that a policy action by this Committee to increase the funds rate will at least temporarily depress bond prices Which is it? Are they saying that the level is not yet high enough or are they waiting until that last shoe is dropped so they don't get caught holding an unwanted long position?,19941115
24,MR FISHER,MR FISHER Let me answer that in a couple of ways It obviously varies depending on the institution The point is that the Fed being perceived as behind each of those curves means it is rather hard to justify and means that foreign demand is around the cornerThere are extraordinarily high real returns in foreign bond markets and that is a cause of major concern to our European counterpartsThere are incredibly high yields in France at present and German real yields simply calculated are extraordinarily high That in itself is the problem One way of looking at the problem is to ask when investors will be prepared to buy our bonds For example if there were to be a sense of stability and the sense that a capital gain was available in the intermediate term that might overcome the lack of a real bond yield advantage for the dollar I don't mean to suggest that it is a necessary condition for the Fed to be ahead of each and every one of the curves Rather the negative sentiment is premised on the fact that no matter what the analytic frame of mind one can look at the exchange market and see that the Fed is behind each and every one of the curves That's been feeding on the market,Let me answer that in a couple of ways It obviously varies depending on the institution The point is that the Fed being perceived as behind each of those curves means it is rather hard to justify and means that foreign demand is around the cornerThere are extraordinarily high real returns in foreign bond markets and that is a cause of major concern to our European counterpartsThere are incredibly high yields in France at present and German real yields simply calculated are extraordinarily high That in itself is the problem One way of looking at the problem is to ask when investors will be prepared to buy our bonds For example if there were to be a sense of stability and the sense that a capital gain was available in the intermediate term that might overcome the lack of a real bond yield advantage for the dollar I don't mean to suggest that it is a necessary condition for the Fed to be ahead of each and every one of the curves Rather the negative sentiment is premised on the fact that no matter what the analytic frame of mind one can look at the exchange market and see that the Fed is behind each and every one of the curves That's been feeding on the market,19941115
25,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Any further questions? If not we'll go on to Joan Lovett,Any further questions? If not we'll go on to Joan Lovett,19941115
26,MR FISHER,MR FISHER Do you want to ratify the foreign operations or do you want to save that for later also?,Do you want to ratify the foreign operations or do you want to save that for later also?,19941115
27,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN We will save that for later on In other words until we have the discussion it would be inappropriate to vote on the ratification Joan,We will save that for later on In other words until we have the discussion it would be inappropriate to vote on the ratification Joan,19941115
28,MS LOVETT,MS LOVETT Thank you Mr ChairmanAppendix][Statement--See,Thank you Mr ChairmanAppendix][Statement--See,19941115
29,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Joan was that 479 percent the federal funds rate average since the last fomc meeting?,Joan was that 479 percent the federal funds rate average since the last fomc meeting?,19941115
30,MS LOVETT,MS LOVETT That's right,That's right,19941115
31,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN What is it so far this month? Do youremember?,What is it so far this month? Do youremember?,19941115
32,MS LOVETT,MS LOVETT For the month of November?,For the month of November?,19941115
33,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN The month of November to date,The month of November to date,19941115
34,MS LOVETT,MS LOVETT I don't know the precise average but it is onthe high side because after its rise at the end of the quarter the rate never really went back down The last statement week ended on a firm note and it was a holiday on Friday With expectations of a rate move at this meeting today the funds rate has been persistently above that average,I don't know the precise average but it is onthe high side because after its rise at the end of the quarter the rate never really went back down The last statement week ended on a firm note and it was a holiday on Friday With expectations of a rate move at this meeting today the funds rate has been persistently above that average,19941115
35,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN So it would be more than 479 percent? ,So it would be more than 479 percent?,19941115
36,MS LOVETT,MS LOVETT Yes,Yes,19941115
37,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Would it be 482 483 percent?,Would it be 482 483 percent?,19941115
38,MR KOHN,MR KOHN The month-to-date effective rate is 481 percent Mr Chairman,The month-to-date effective rate is 481 percent Mr Chairman,19941115
39,MS LOVETT,MS LOVETT For November,For November,19941115
40,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN For November okay,For November okay,19941115
41,MR KOHN,MR KOHN That 511 percent futures rate implies 534 percent for the remainder of the month,That 511 percent futures rate implies 534 percent for the remainder of the month,19941115
42,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Okay You did my calculations for me I thank you Any further questions for Joan? If not would somebody like to move to ratify the actions of the domestic Desk since the last meeting?,Okay You did my calculations for me I thank you Any further questions for Joan? If not would somebody like to move to ratify the actions of the domestic Desk since the last meeting?,19941115
43,VICE CHAIRMAN MCDONOUGH,VICE CHAIRMAN MCDONOUGH So move,So move,19941115
44,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Without objection Let's now move on to Mike Prell and the staff report on the economic outlook,Without objection Let's now move on to Mike Prell and the staff report on the economic outlook,19941115
45,MR PRELL,MR PRELL Thank you Mr ChairmanAppendix][Statement--See,Thank you Mr ChairmanAppendix][Statement--See,19941115
46,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Questions for Mike?,Questions for Mike?,19941115
47,MR BOEHNE,MR BOEHNE The profile that you have for growth over the next 15 months or so I find somewhat puzzling The economy has a fair amount of momentum and yet you have a rather significant falloff in the rate of growth out into next year with a yield curve that is still sloping upward I think that you would have to have more flattening of the yield curve to get this dramatic a slowdown That's one piece that is puzzling The other part of it even if you are right is reminiscent of the late 1980s If you take growth down to 1 to 1-1/2percent if it really does get that weak you open yourself up to any kind of a shock I'm puzzled on both sides: one that we will get this amount of slowing with the kind of increase in rates that you talk about; and on the other side if we actually do end up with this kind of slowing then you can argue that we are vulnerable on the down side So I have two opposite concerns,The profile that you have for growth over the next 15 months or so I find somewhat puzzling The economy has a fair amount of momentum and yet you have a rather significant falloff in the rate of growth out into next year with a yield curve that is still sloping upward I think that you would have to have more flattening of the yield curve to get this dramatic a slowdown That's one piece that is puzzling The other part of it even if you are right is reminiscent of the late 1980s If you take growth down to 1 to 1-1/2percent if it really does get that weak you open yourself up to any kind of a shock I'm puzzled on both sides: one that we will get this amount of slowing with the kind of increase in rates that you talk about; and on the other side if we actually do end up with this kind of slowing then you can argue that we are vulnerable on the down side So I have two opposite concerns,19941115
48,MR PRELL,MR PRELL President Boehne I think the first question is more a forecasting question The second one perhaps is more a policy question though there are obviously ingredients of both in the two questions We hinted in the Greenbook that in essence we see the probability distribution as skewed a bit in the direction your first question suggested--that indeed the momentum could turn out to be better maintained in the near term and that it might take considerably greater monetary policy tightening in order to generate a quick and significant slackening in growth bringing the economy below potential and beginning to reverse what we regard as an overshooting in resource utilization So I take your point and while I don't think history would suggest that a moderation in growth requires a total flattening of the yield curve I would say that perhaps we are a bit optimistic if you want to view it that way on that relationship The Greenbook assumes a reduction in the upward slope but the latter is still significant If I had to pick an alternative scenario I might lean in the direction you are talking aboutAs to slow growth and openness to shocks the economy is always open to a shock that could move it off the projected path by a given amount When growth is that low such a shock obviously could move the economy into negative territory Maybe the psychology of that is different and downward momentum might develop but I don't think we have a way of coping with that In fact in 1989-1990 we did have a period of slow growth There were some revisions of data which revealed just what the pattern was and it wasn't until that shock occurred that the economy really tipped into recession In the absence of that shock it is conceivable we might have skated by A period of slow growth does not necessarily mean that the economy is going to slip into a recession,President Boehne I think the first question is more a forecasting question The second one perhaps is more a policy question though there are obviously ingredients of both in the two questions We hinted in the Greenbook that in essence we see the probability distribution as skewed a bit in the direction your first question suggested--that indeed the momentum could turn out to be better maintained in the near term and that it might take considerably greater monetary policy tightening in order to generate a quick and significant slackening in growth bringing the economy below potential and beginning to reverse what we regard as an overshooting in resource utilization So I take your point and while I don't think history would suggest that a moderation in growth requires a total flattening of the yield curve I would say that perhaps we are a bit optimistic if you want to view it that way on that relationship The Greenbook assumes a reduction in the upward slope but the latter is still significant If I had to pick an alternative scenario I might lean in the direction you are talking aboutAs to slow growth and openness to shocks the economy is always open to a shock that could move it off the projected path by a given amount When growth is that low such a shock obviously could move the economy into negative territory Maybe the psychology of that is different and downward momentum might develop but I don't think we have a way of coping with that In fact in 1989-1990 we did have a period of slow growth There were some revisions of data which revealed just what the pattern was and it wasn't until that shock occurred that the economy really tipped into recession In the absence of that shock it is conceivable we might have skated by A period of slow growth does not necessarily mean that the economy is going to slip into a recession,19941115
49,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN President Parry,President Parry,19941115
50,MR PARRY,MR PARRY Mike in your verbal presentation and also in the Greenbook you twice referred to more lenient lending terms by banks as a factor in the strength of the economy I want to make sure I understand the point Are you saying that banks are more lenient than one typically would see at this stage of the cycle or is this just what we typically see? My own discussions with bankers suggest that they are not doing anything unique for this cycle As a matter of fact I think that in some respects they are a little more cautiousAre you seeing something exogenous to what our experience has been in the past at this stage of the cycle? If so how important is it?,Mike in your verbal presentation and also in the Greenbook you twice referred to more lenient lending terms by banks as a factor in the strength of the economy I want to make sure I understand the point Are you saying that banks are more lenient than one typically would see at this stage of the cycle or is this just what we typically see? My own discussions with bankers suggest that they are not doing anything unique for this cycle As a matter of fact I think that in some respects they are a little more cautiousAre you seeing something exogenous to what our experience has been in the past at this stage of the cycle? If so how important is it?,19941115
51,MR PRELL,MR PRELL This is hard to pin down but my sense is that the credit availability cycle has been out of sync with the normal pattern this time around,This is hard to pin down but my sense is that the credit availability cycle has been out of sync with the normal pattern this time around,19941115
52,MR PARRY,MR PARRY A little later?,A little later?,19941115
53,MR PRELL,MR PRELL In the sense that when interest rates were coming down in 1991-1992 we were still seeing the tendency toward tightening of bank credit terms,In the sense that when interest rates were coming down in 1991-1992 we were still seeing the tendency toward tightening of bank credit terms,19941115
54,MR PARRY,MR PARRY Right,Right,19941115
55,MR PRELL,MR PRELL And as we have been tightening money market conditions our loan officers' survey and the preponderance of the anecdotal evidence have suggested that the banks have become increasingly aggressive in their business lending and obviously have been increasingly willing to extend consumer credit as well We looked back at the responses to that same senior loan officers' survey some years back through a couple of cycles and found that as we might have expected during periods of rising interest rates and a flattening term structure some of which we have had we generally had a tightening of credit terms; but recently we had a tendency toward an easing in credit terms So I think we may be moving in an unusual direction Be that as it may we are pretty much convinced that we have been moving in the direction of easier credit availability and that that has tended to work against the effect of the rising interest rates on demand From the perspective of businesses it is certainly clear that the credit crunch is no longer there and credit availability is not a concern to firms that want to expand their fixed investment or inventories,And as we have been tightening money market conditions our loan officers' survey and the preponderance of the anecdotal evidence have suggested that the banks have become increasingly aggressive in their business lending and obviously have been increasingly willing to extend consumer credit as well We looked back at the responses to that same senior loan officers' survey some years back through a couple of cycles and found that as we might have expected during periods of rising interest rates and a flattening term structure some of which we have had we generally had a tightening of credit terms; but recently we had a tendency toward an easing in credit terms So I think we may be moving in an unusual direction Be that as it may we are pretty much convinced that we have been moving in the direction of easier credit availability and that that has tended to work against the effect of the rising interest rates on demand From the perspective of businesses it is certainly clear that the credit crunch is no longer there and credit availability is not a concern to firms that want to expand their fixed investment or inventories,19941115
56,MR PARRY,MR PARRY I guess I'm a little surprised that in the past we have seen a tightening of terms in the first year of rising interest rates I would have thought that it would have come later,I guess I'm a little surprised that in the past we have seen a tightening of terms in the first year of rising interest rates I would have thought that it would have come later,19941115
57,MR PRELL,MR PRELL I don't want to put too fine a point on it but I think the main point is that this seems to have been an offsetting influence over the past year to the rising market interest rates,I don't want to put too fine a point on it but I think the main point is that this seems to have been an offsetting influence over the past year to the rising market interest rates,19941115
58,MR PARRY,MR PARRY I don't think there is any doubt about that I really wonder if that's unique,I don't think there is any doubt about that I really wonder if that's unique,19941115
59,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN It is not There is a bias in the measure of the degree of ease in the loan officers' survey What is the size of it? Do you remember Don?,It is not There is a bias in the measure of the degree of ease in the loan officers' survey What is the size of it? Do you remember Don?,19941115
60,MR KOHN,MR KOHN The Richmond Fed did a study once that showed that at least back in the 1970s it looked like the responses were biased toward showing tightness Now the psychology of everything has shifted so radically in the current cycle that I wonder whether that same bias is there,The Richmond Fed did a study once that showed that at least back in the 1970s it looked like the responses were biased toward showing tightness Now the psychology of everything has shifted so radically in the current cycle that I wonder whether that same bias is there,19941115
61,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN The trouble is that if you cumulated the first differences you got a progressively greater degree of tightening which at the end of the day should have strangled the total financial system,The trouble is that if you cumulated the first differences you got a progressively greater degree of tightening which at the end of the day should have strangled the total financial system,19941115
62,MR KOHN,MR KOHN Right That was true back in the 1970s when the bias was found,Right That was true back in the 1970s when the bias was found,19941115
63,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN In other words there is no evidence that that has been the case since then?,In other words there is no evidence that that has been the case since then?,19941115
64,MR KOHN,MR KOHN We just don't know,We just don't know,19941115
65,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN President Jordan,President Jordan,19941115
66,MR JORDAN,MR JORDAN Mike I've got two quite different types of questions The first one has two parts and it is about productivity: What has been going on and what do you foresee going on? In the past four quarters growth in manufacturing productivity is reported to be something on the order of 6 percent or so and for the overall economy it is substantially less than that--the rest of the economy only running about 1-1/2 percent A large part of that is because we define output in such a way that we preclude labor productivity gains at least for services Nevertheless we wind up with some pretty good numbers for these past four quarters When I look at your forecast for the next year--the first part of the first question is how you read these numbers as to what happened with productivity gains in the manufacturing sector being four times what they have been in the rest of the economy Is it slmply a measurement error in that we don't know how to measure productivity in the rest of the economy and how does that affect judgments about policy? Or do you take those numbers at face value? The second question is what do you foresee going on in manufacturing and nonmanufacturing productivity to produce the slow growth of under 2 percent in output for four quarters starting next spring?,Mike I've got two quite different types of questions The first one has two parts and it is about productivity: What has been going on and what do you foresee going on? In the past four quarters growth in manufacturing productivity is reported to be something on the order of 6 percent or so and for the overall economy it is substantially less than that--the rest of the economy only running about 1-1/2 percent A large part of that is because we define output in such a way that we preclude labor productivity gains at least for services Nevertheless we wind up with some pretty good numbers for these past four quarters When I look at your forecast for the next year--the first part of the first question is how you read these numbers as to what happened with productivity gains in the manufacturing sector being four times what they have been in the rest of the economy Is it slmply a measurement error in that we don't know how to measure productivity in the rest of the economy and how does that affect judgments about policy? Or do you take those numbers at face value? The second question is what do you foresee going on in manufacturing and nonmanufacturing productivity to produce the slow growth of under 2 percent in output for four quarters starting next spring?,19941115
67,MR PRELL,MR PRELL As a technical matter the productivity numbers for manufacturing that are published along with those for overall productivity growth are in essence based on a separate system in the current period The recent period is based on industrial production data rather than industry gross product data Those numbers will be revised There isn't any reason though to think that they are giving a grossly misleading picture Our assumption is that indeed there has been substantial growth in manufacturing productivity I'm not sure you want to subtract that number from overall nonfarm business sector productivity growth and get the residual for the rest of the economy,As a technical matter the productivity numbers for manufacturing that are published along with those for overall productivity growth are in essence based on a separate system in the current period The recent period is based on industrial production data rather than industry gross product data Those numbers will be revised There isn't any reason though to think that they are giving a grossly misleading picture Our assumption is that indeed there has been substantial growth in manufacturing productivity I'm not sure you want to subtract that number from overall nonfarm business sector productivity growth and get the residual for the rest of the economy,19941115
68,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Actually Mike when we separate the gdp into its factory value components don't we get results that are not all that different from numbers based on industrial production?,Actually Mike when we separate the gdp into its factory value components don't we get results that are not all that different from numbers based on industrial production?,19941115
69,MR PRELL,MR PRELL There's a big gap between the industrial and the nonindustrial sector productivity measures even when we do this exercise,There's a big gap between the industrial and the nonindustrial sector productivity measures even when we do this exercise,19941115
70,CHAIRMAN GREENSPAN,CHAIRMAN GREENSPAN Okay,Okay,19941115
71,MR PRELL,MR PRELL Maybe that isn't actually true; maybe there is an inaccuracy in the measurement of output It would be affecting the gdp numbers It also would be affecting our estimates of potential output growth It is in fact neutral in terms of assessing what the output gap might be All the measures are commensurately affectedAs to the pattern we have going forward we do have a deceleration of productivity growth This is a normal accompaniment to a significant deceleration in output growth We believe that we are somewhat above the cyclically-adjusted trend line and that deceleration normally occurs in mid-expansion As we move to fuller resource utilization the expansion will be slowing; there will be some tendency to move back toward that trend line Historically the economy has moved below it during recessionary periods but we don't have a recession inour projection period In essence we have a somewhat below-trend growth of nonfarm business productivity over the next year or so and then we move back toward that trend Basically looking at the growth of productivity in the 1990s we don't see an} real evidence that our assumption for some time now of about 14 percent trend growth in nonfarm business productivity is off the mark The data seem to be conforming to that in terms of the normal cyclical pattern,Maybe that isn't actually true; maybe there is an inaccuracy in the measurement of output It would be affecting the gdp numbers It also would be affecting our estimates of potential output growth It is in fact neutral in terms of assessing what the output gap might be All the measures are commensurately affectedAs to the pattern we have going forward we do have a deceleration of productivity growth This is a normal accompaniment to a significant deceleration in output growth We believe that we are somewhat above the cyclically-adjusted trend line and that deceleration normally occurs in mid-expansion As we move to fuller resource utilization the expansion will be slowing; there will be some tendency to move back toward that trend line Historically the economy has moved below it during recessionary periods but we don't have a recession inour projection period In essence we have a somewhat below-trend growth of nonfarm business productivity over the next year or so and then we move back toward that trend Basically looking at the growth of productivity in the 1990s we don't see an} real evidence that our assumption for some time now of about 14 percent trend growth in nonfarm business productivity is off the mark The data seem to be conforming to that in terms of the normal cyclical pattern,19941115
